Author_ID,Name,ga_first_name,ga_last_name,ga_gender,ga_accuracy,ga_samples
38225805300,"Jeffrey LeBlanc",Jeffrey,Leblanc,male,100,19324
37268441700,"Matthew Ward",Matthew,Ward,male,100,51412
38223933400,"Norman Wittels",Norman,Wittels,male,99,6533
37314757900,"Ted Mihalisin",Ted,Mihalisin,male,98,8573
37312472600,"E. Grawlinksi",E.,Grawlinksi,male,64,609
37567607700,"John Timlin",John,Timlin,male,99,219085
37938366000,"John Schwegler",John,Schwegler,male,99,219085
37393753600,"Thomas A. Foley","Thomas A.",Foley,male,100,37
37356915500,"David A. Lane","David A.",Lane,male,100,165
37382195100,"Wolfgang Krueger",Wolfgang,Krueger,male,99,10782
38223707500,"Ray J. Meyers","Ray J.",Meyers,male,100,5
38182442500,"Michael B. Stephenson","Michael B.",Stephenson,male,95,42
38222534300,"J.L. Pajon",J.L.,Pajon,male,77,135
38224108700,"V.B. Tran",V.B.,Tran,male,100,4
38220531600,"Debra Dooley",Debra,Dooley,female,99,6762
37269827100,"Michael F. Cohen","Michael F.",Cohen,male,100,32
37371403900,"David P. Dobkin","David P.",Dobkin,male,100,30
38226089400,"M. Zhu",M.,Zhu,male,73,3216
38225685300,"Philip C. Hsu","Philip C.",Hsu,male,100,2
37349154000,"John Staudhammer",John,Staudhammer,male,99,219085
37355358000,"Keith Voegele",Keith,Voegele,male,98,21035
37839171900,"Richard L. Phillips","Richard L.",Phillips,male,100,27
38169454400,"D.L. Brittain",D.L.,Brittain,male,64,42
38227333000,"J. Aller",J.,Aller,male,82,2236
38161322300,"M. Wilson",M.,Wilson,male,73,3216
38226540000,"S.-L.C. Wang",Wang,S.-L.C.,male,65,3906
37419567600,"Michael J. Laszlo","Michael J.",Laszlo,male,99,247
37372689000,"Alyn Rockwood",Alyn,Rockwood,male,60,320
37618567100,"Elizabeth M. Wenzel","Elizabeth M.",Wenzel,female,88,17
38224462600,"Philip K. Stone","Philip K.",Stone,male,100,8
38001495100,"Scott S. Fisher","Scott S.",Fisher,male,100,8
37612624400,"Scott H. Foster","Scott H.",Foster,male,100,7
37294162600,"Alfred Inselberg",Alfred,Inselberg,male,98,12096
37426169800,"Bernard Dimsdale",Bernard,Dimsdale,male,98,30260
38221998500,"Dieter Lasser",Dieter,Lasser,male,98,7678
38224911100,"G.W. Edgar",Edgar,G.W.,male,99,17612
38224901300,"L. Herr",L.,Herr,male,50,669
38222512800,"Stephen L. Senft","Stephen L.",Senft,male,100,8
38222513300,"Vincent J. Argiro","Vincent Argiro",J.,male,99,58589
38222511400,"William L. VanZandt","William L.",Vanzandt,male,100,21
38222505100,"David A Prawel",David,"A Prawel",male,99,381770
38227569300,"Wayne E. Fordyce","Wayne E.",Fordyce,male,100,5
38222513900,"Jeffrey J. Ventrella","Jeffrey J.",Ventrella,male,100,7
37299567100,"Larry L. Smarr",Larry,L.,male,98,17344
37387962300,"B. K. Christensen","B. K.",Christensen,male,90,10
38221967100,"L. M. Desjarlais","L. M.",Desjarlais,male,62,13
37274132700,"Deborah Silver",Deborah,Silver,female,98,22398
38225199300,"M. Gao",M.,Gao,male,73,3216
37333395400,"Norman Zabusky",Norman,Zabusky,male,99,6533
37428175700,"Quentin E Dolecek",Quentin,Dolecek,male,99,23008
37326689900,"K. Moorjani",K.,Moorjani,male,61,1007
37631217900,"B.F. Kim",B.F.,Kim,male,100,5
37664444100,"D.G. Tilley Applied Physics Laboratory",Tilley,Laboratory,female,69,16
37268582900,"Thomas Denney",Thomas,Denney,male,99,129177
37388808200,"Steve Bryson",Steve,Bryson,male,99,80009
37671515100,"Creon Levit",Creon,Levit,male,92,12
38227300900,"Paul Gene Swann","Paul Gene",Swann,male,99,143926
37938882400,"Sudhanshu Kumar Semwal","Sudhanshu Kumar",Semwal,male,100,18
37377256900,"Al Globus",Al,Globus,male,91,15506
37671524000,"Tom A Lasinski",Tom,"A Lasinski",male,99,87429
37282570000,"Peter SchrÃ¶der",Peter,Schrã¶der,male,99,146529
38168664800,"James B. Salem","James B.",Salem,male,100,31
38179868800,"Richard S. Gallagher","Richard S.",Gallagher,male,100,28
38225773500,"H. W. Park","H. W.",Park,male,100,4
38161597000,"K. S. Eo","K. S.",Eo,male,83,18
37336015300,"D.L. Kim",D.L.,Kim,male,64,42
38226162500,"Bs Choi",Bs,Choi,male,81,413
37280925600,"Y. Kim",Y.,Kim,male,70,166
37349272100,"Trent Alexander",Alexander,Trent,male,99,56237
37418915200,"Terry S. Yoo","Terry S.",Yoo,male,67,3
37284618000,"Ulrich Neumann",Ulrich,Neumann,male,98,3912
37285537200,"Henry Fuchs",Henry,Fuchs,male,99,32139
37284115400,"Stephen Pizer",Stephen,Pizer,male,99,46085
38220609700,"Tim Cullip",Tim,Cullip,male,99,52554
38226866400,"John Rhoades",John,Rhoades,male,99,219085
37267322600,"Ross T. Whitaker",Ross,Whitaker,male,91,10276
38224624000,"D. Watson",D.,Watson,male,73,1059
38111071800,"J. Wejchert",J.,Wejchert,male,82,2236
38225762300,"D. W. Williams","D. W.",Williams,male,75,4
38099457200,"B. M. Collins","B. M.",Collins,male,100,5
37371985200,"Larry Rosenblum",Larry,Rosenblum,male,98,17344
38275540400,"Behzad Kamgar-Parsi",Behzad,Kamgar-Parsi,male,99,2153
37298498100,"Edward Belcher",Edward,Belcher,male,99,24073
37370696100,"Ola Engelsen",Ola,Engelsen,female,69,17733
37267387800,"Nelson Max",Max,Nelson,male,98,69969
37378427200,"William E. Lorensen","William E.",Lorensen,male,100,35
37086987129,"Boris Yamrom",Boris,Yamrom,male,99,15168
38181564900,"Robert H. Wolfe","Robert H.",Wolfe,male,100,25
38221911200,"Mark Needels",Mark,Needels,male,100,48064
37269957800,"John D. Joannopoulos",John,D.,male,99,219085
37282730100,"William J. Schroeder","William J.",Schroeder,male,100,64
37378427600,"Christopher R. Volpe","Christopher R.",Volpe,male,100,20
38221881400,"William R. Feeny","William R.",Feeny,male,95,43
37388907800,"Robert Victor Klassen","Robert Victor",Klassen,male,100,4
38227614600,"Steven J Harrington",Steven,Harrington,male,99,59951
37591245700,"Andreas Buja",Andreas,Buja,male,99,44818
37613372700,"John Alan McDonald","John Alan",Mcdonald,male,100,13
38224573600,"John Michalak",John,Michalak,male,99,219085
37373699500,"Werner Stuetzle",Werner,Stuetzle,male,99,7865
38224220100,"Kenneth P. Hinckley","Kenneth P.",Hinckley,male,100,3
37974090900,"Nils Thune",Nils,Thune,male,99,5129
37355728400,"BjÃ¸rn Olstad",,,,,
37276270800,"G.Z. Yang",G.Z.,Yang,male,75,4
37618336200,"Peter Burger",Peter,Burger,male,99,146529
37372075800,"P.J. Kilner",P.J.,Kilner,male,87,151
37272738600,"Raad H. Mohiaddin",Raad,H.,male,97,897
37386999400,"S.K. Law",S.K.,Law,male,95,207
37301346300,"P.L. Nunez",P.L.,Nunez,male,77,13
37377532500,"A.F. Westdorp",A.F.,Westdorp,male,87,23
37378970600,"A.V. Nelson",A.V.,Nelson,male,77,39
38161624900,"K.L. Pilgreen",K.L.,Pilgreen,male,71,49
37064514200,"Renben Shu",Shu,Renben,male,60,982
38225641700,"Alan Liu",Alan,Liu,male,99,44635
38165288100,"Stuart Smith",Stuart,Smith,male,99,12253
37360588500,"Georges Grinstein",Georges,Grinstein,male,98,13431
38227675400,"R. Daniel Bergeron","R. Daniel",Bergeron,male,100,5
38225529300,"Qiang Zhang",Qiang,Zhang,male,97,531
37389499500,"T. Todd Elvins","T. Todd",Elvins,male,100,2
37374054100,"David R. Nadeau","David R.",Nadeau,male,99,80
38227139100,"U. Lang",U.,Lang,male,65,92
38227658000,"R. Lang",R.,Lang,male,78,1085
37086990245,"R. Ruhle",R.,Ruhle,male,78,1085
37284273900,"Roger Crawfis",Roger,Crawfis,male,99,34849
38227501100,"Michael J. Allison","Michael Allison",J.,male,94,223011
37390089900,"Allan Tuchman",Allan,Tuchman,male,99,15490
37671093000,"David Jablonowski",David,Jablonowski,male,99,381770
37078835600,"George Cybenko",George,Cybenko,male,99,63411
37280473500,"Michael J. Bailey","Michael J.",Bailey,male,99,247
37345924200,"Eric Grosse",Eric,Grosse,male,99,121922
37381975300,"Brian Johnson",Brian,Johnson,male,99,69588
37283016400,"Ben Shneiderman",Ben,Shneiderman,male,97,73526
38226914800,"William C. Hill","William C.",Hill,male,100,26
37282894500,"James D. Hollan","James Hollan",D.,male,99,131895
37378493100,"Sandeep Kochhar",Sandeep,Kochhar,male,99,24024
37390684200,"Mark Friedell",Mark,Friedell,male,100,48064
37671059300,"Mark LaPolla",Mark,Lapolla,male,100,48064
37271377200,"Robert B Haber","Robert B",Haber,male,100,25
37388593200,"Bruce Lucas",Bruce,Lucas,male,99,14681
37386981900,"Nancy S Collins",Nancy,Collins,female,98,35222
37282753300,"Haim Levkowitz",Haim,Levkowitz,male,99,435
38224353400,"Richard A. Holub","Richard A.",Holub,male,99,74
37567312900,"Gary W. Meyer","Gary W.",Meyer,male,100,18
38227450500,"Gordon Feguson",Gordon,Feguson,male,99,7416
38224713300,"David Parker",David,Parker,male,99,381770
38224641300,"Douglas W. Stillman","Douglas W.",Stillman,male,100,7
38222078500,"James Winget",James,Winget,male,99,131879
38224561200,"D. Stevenson",D.,Stevenson,male,73,1059
38221919700,"Neal E. Hurlburt",Neal,Hurlburt,male,99,2785
38221920200,"Lola W. Anacker",Lola,Anacker,female,98,44988
37321254000,"Raoul Kopelman",Raoul,Kopelman,male,97,4097
37563084100,"Steve M. Legensky",Steve,M.,male,99,80009
37387702200,"N.C. Schaller",N.C.,Schaller,male,73,22
37282898700,"Robert Haimes",Robert,Haimes,male,99,145540
38221993300,"Dave Darmofal",Dave,Darmofal,male,99,53006
37342242100,"David W. Robertson","David W.",Robertson,male,100,76
37340016200,"Van L. Jacobson",Jacobson,"van L.",male,85,41
37277350600,"William E. Johnston","William E.",Johnston,male,100,35
38270974600,"Stewart C. Loken",Stewart,Loken,male,99,6409
38221931300,"Edward H. Theil","Edward H.",Theil,male,100,7
37276286600,"Brian L. Tierney","Brian L.",Tierney,male,100,12
37384054700,"C. S. Jones","C. S.",Jones,male,94,16
37381492700,"J. A. Baca","J. A.",Baca,male,88,65
38221932000,"J Burnetti",Burnetti,J,male,100,2
38158111400,"R. Manley Energy",Manley,Energy,male,93,46
38221858800,"W Mitchell",,,,,
38221934700,"D Varnadore",,,,,
37378512200,"Philip J. Mercurio","Philip J.",Mercurio,male,100,21
37376755900,"Stephen J. Young","Stephen J.",Young,male,100,33
37382629000,"Rajka Popovic",Rajka,Popovic,female,97,60
37323951900,"Robert S. MacLeod","Robert S.",Macleod,male,100,42
37276931400,"Chris R. Johnson","Chris R.",Johnson,male,86,7
37390451700,"Mike A. Matheson","Mike A.",Matheson,male,100,9
37377332600,"Alan D. Kalvin","Alan Kalvin",D.,male,99,46521
37387217000,"David Dean",David,Dean,male,99,381770
37378545700,"Jean-Jacques Hublin",Jean-Jacques,Hublin,male,99,2917
37381489300,"Marc Braun",Marc,Braun,male,99,77461
37378507800,"Margaret J. Geller","Margaret J.",Geller,female,100,5
37378505800,"Emilio E. Falco",Emilio,Falco,male,99,21164
37378506000,"Daniel G. Fabricant",Daniel,G.,male,99,257742
37378505700,"Boyd Estus",Boyd,Estus,male,98,595
37378405100,"Stuart A. Tobet","Stuart Tobet",A.,male,99,12261
37378905800,"Joan C. King","Joan C.",King,male,100,4
37378405400,"Steven L. Wertheim","Steven L.",Wertheim,male,100,14
37389947500,"Frank H. Duffy","Frank H.",Duffy,male,100,14
37378570400,"Stephen M. Kosslyn",Stephen,M.,male,99,46085
37301963100,"Justin Pearlman",Justin,Pearlman,male,98,43826
37372175500,"Lloyd Treinish",Lloyd,Treinish,male,99,3962
37385834300,"David M. Butler","David M.",Butler,male,99,96
37376377400,"Hikmet Senay",Hikmet,Senay,male,94,4782
37389058300,"Stephen M. Ervin","Stephen Ervin",M.,male,99,50349
37380238200,"John R. Wright","John R.",Wright,male,100,90
37379008700,"Julia C. L. Hsieh",Julia,Hsieh,female,97,57688
37378567900,"Mark A. Christon","Mark Christon",A.,male,100,48122
37378568500,"Thomas Spelce",Thomas,Spelce,male,99,129177
37378508100,"Jim Kaba",Jim,Kaba,male,99,40318
37321191300,"Jim Matey",Jim,Matey,male,99,40318
37356651400,"Gordon Stoll",Gordon,Stoll,male,99,7416
37389384300,"Herb Taylor",,,,,
37349803800,"Pat Hanrahan",Pat,Hanrahan,male,61,21786
37062829700,"Thierry Delmarcelle",Thierry,Delmarcelle,male,98,41754
37378567600,"Thomas J. True","Thomas J.",True,male,100,84
38181916800,"John F. Hughes","John F.",Hughes,male,99,80
37378253300,"Clifford Beshers",Clifford,Beshers,male,100,10228
37266699900,"Steven Feiner",Steven,Feiner,male,99,59951
37381894400,"Xia Lin",Xia,Lin,female,64,522
37282292000,"Penny Rheingans",Penny,Rheingans,female,93,5161
37378418400,"Lee R. Seidenberg",Lee,Seidenberg,male,82,37625
37378418300,"Robert B. Jerard","Robert Jerard",B.,male,99,145611
37378555400,"John Magewick",John,Magewick,male,99,219085
37378417700,"Jeff P. Hultquist",Jeff,Hultquist,male,99,46165
37378640100,"E. L. Raible","E. L.",Raible,female,75,8
37378533700,"Rebecca R. Springmeyer",Rebecca,R.,female,99,35211
37353304700,"Meera M. Blattner",Meera,Blattner,female,91,1256
37387351200,"Joseph L. Steffen","Joseph L.",Steffen,male,100,17
37378426900,"G.D. Montanaro",G.D.,Montanaro,male,97,29
37283138700,"Daniel A. Keim","Daniel A.",Keim,male,99,85
37370014200,"Vincent Lum",Vincent,Lum,male,99,58501
37272510200,"Janice E. Cuny","Janice E.",Cuny,female,100,2
37377783300,"Alfred A. Hough","Alfred A.",Hough,male,100,4
37378562400,"Joydip Kundu",Joydip,Kundu,male,100,144
37383888400,"Clifton Williams",Clifton,Williams,male,100,5747
37378437300,"J. Rasure",J.,Rasure,male,82,2236
37266777200,"Charles Hansen",Charles,Hansen,male,98,52754
37284304900,"Koji Koyamada",Koji,Koyamada,male,98,1020
37383141300,"Dean Williams",Dean,Williams,male,98,14854
37378425900,"Fernando F Grinstein",Fernando,Grinstein,male,99,77505
37378425700,"Upul R Obeysekare",Upul,"R Obeysekare",male,98,258
37378426400,"Gopal Patnaik",Gopal,Patnaik,male,99,4583
37383881600,"Bruce F. Naylor","Bruce F.",Naylor,male,100,2
37281235500,"Xiaolin Wu",Xiaolin,Wu,female,54,103
37351642300,"Yonggang Fang",Yonggang,Fang,male,100,27
37378529000,"David Turo",David,Turo,male,99,381770
37352189500,"William Hibbard",William,Hibbard,male,99,67797
37343183500,"Charles R. Dyer","Charles R.",Dyer,male,100,22
37351406900,"Brian Paul",Brian,Paul,male,99,69588
38258875500,"R. Don Williams","R. Don",Williams,male,100,2
37378369700,"Fred L. Wefer","Fred L.",Wefer,male,100,5
37376660700,"T. E. Clifton",Clifton,E.,male,100,5747
37378534500,"Gregory D. Abram","Gregory Abram",D.,male,99,23158
38183190700,"David A. Epstein","David A.",Epstein,male,100,165
37378534100,"Donna L. Gresh","Donna L.",Gresh,female,100,11
37378530900,"Kevin P. McAuliffe","Kevin P.",Mcauliffe,male,100,22
37378529100,"K.H. Hohne",K.H.,Hohne,male,81,26
37378525800,"A. Pommert",A.,Pommert,male,71,2092
37378525600,"M. Riemer",M.,Riemer,male,73,3216
37372275700,"T. SchiemannT. Schiemann","T. T.",Schiemann,male,67,3
37385792400,"R. Schubert",R.,Schubert,male,78,1085
37372275900,"Ulf Tiede",Ulf,Tiede,male,99,2152
37378525500,"W. Lierse",W.,Lierse,male,80,260
37378526500,"Paul Hinker",Paul,Hinker,male,99,140849
37378532500,"Stefanie Hahmann",Stefanie,Hahmann,female,98,10626
37355295400,"David N. Kenwright","David N.",Kenwright,male,100,24
37353663700,"Gordon D. Mallinson",Gordon,Mallinson,male,99,7416
37278018900,"Peter L. Williams","Peter L.",Williams,male,100,13
37267249200,"Jarke J. van Wijk",Jarke,"van Wijk",male,80,5
37275869400,"Kwan-Liu Ma",Kwan-Liu,Ma,male,55,3945
37382292100,"Philip J. Smith","Philip J.",Smith,male,100,21
37378239800,"Shigeru Muraki",Shigeru,Muraki,male,100,216
37323905300,"Ricardo S. Avila","Ricardo S.",Avila,male,100,13
37378488600,"Lisa Sobierajski",Lisa,Sobierajski,female,98,75562
37283227500,"Georgios Sakas",Georgios,Sakas,male,99,1597
37378528000,"Jochen Hartig",Jochen,Hartig,male,99,2695
37068557400,"Paul Ning",Paul,Ning,male,99,140849
37363099200,"Barry Becker",Barry,Becker,male,98,13520
38230307900,"Hans-Heino Ehricke",Hans-Heino,Ehricke,male,98,29323
38230308200,"Gerhard Daiber",Gerhard,Daiber,male,99,4931
37356207300,"Wolfgang Straßer",Wolfgang,Straßer,male,99,10782
37327212900,"Wim C. de Leeuw",Wim,"de Leeuw",male,99,5782
37658393200,"A. J. S. Hin","A. J. S.",Hin,male,75,4
37295045800,"Frits H Post",Frits,Post,male,98,1019
37270560600,"Ingrid Carlbom",Ingrid,Carlbom,female,98,20882
38238958900,"Zhouhong Shi",Zhouhong,Shi,male,67,3
37352962400,"Allen Van Gelder",Allen,"van Gelder",male,96,10293
37828154400,"Jane Wilhelms",Jane,Wilhelms,female,97,30423
37351033000,"Sidney Wang",Sidney,Wang,male,92,8284
37659207200,"Peter Kochevar",Peter,Kochevar,male,99,146529
38242870000,"Zahid Ahmed",Zahid,Ahmed,male,99,4234
38162003500,"Jonathan Shade",Jonathan,Shade,male,99,84386
38227878900,"Colin Sharp",Colin,Sharp,male,99,15399
37300177400,"Gudrun J. Klinker","Gudrun Klinker",J.,female,97,1108
38315553400,"Michael Stonebraker",Michael,Stonebraker,male,99,211741
37656875900,"Jolly Chen",Jolly,Chen,male,61,1336
38230295900,"Nobuko Nathan",Nobuko,Nathan,female,98,61
37659882800,"Caroline Paxson",Caroline,Paxson,female,98,47275
37417278100,"Alan Su",Alan,Su,male,99,44635
38239586700,"Jiang Wu",Jiang,Wu,male,67,731
37271754900,"Ken Brodlie",Ken,Brodlie,male,98,28348
38231402100,"Andrew Poon",Andrew,Poon,male,99,82448
37609618400,"Helen Wright",Helen,Wright,female,98,23138
38230313500,"Lesley Brankin",Lesley,Brankin,female,87,5457
38230313900,"Greg Banecki",Greg,Banecki,male,99,38516
38238469100,"Alan Gay",Alan,Gay,male,99,44635
37653040000,"Deyang Song",Deyang,Song,male,60,5
37389878300,"Eric Golin",Eric,Golin,male,99,121922
37282925600,"Robert van Liere",Robert,"van Liere",male,99,145540
37662471200,"Chris Thornborrow",Chris,Thornborrow,male,93,163699
38237258900,"Andre J. S. Wilson",Andre,Wilson,male,97,49457
37378053800,"Chris Faigle",Chris,Faigle,male,93,163699
37350343500,"Taosong He",Taosong,He,male,75,4
37283017700,"Anselm Spoerri",Anselm,Spoerri,male,98,233
38229760200,"Tom M. Morrow","Tom M.",Morrow,male,100,2
37288557900,"Sumit Ghosh",Sumit,Ghosh,male,100,13326
37356141500,"Abdul Waheed",Abdul,Waheed,male,99,31552
37265498100,"Diane T. Rover",Diane,Rover,female,98,17672
37276747000,"Hans-Peter Kriegel",Hans-Peter,Kriegel,male,99,665
37283129200,"Thomas Seidl",Thomas,Seidl,male,99,129177
38230911700,"Matt Grayson",Matt,Grayson,male,100,57301
38230273400,"Chris Pelkie",Chris,Pelkie,male,93,163699
37844196100,"Graham J. Wills","Graham J.",Wills,male,100,2
37664370800,"Robert A. Cross","Robert A.",Cross,male,100,76
38241485100,"Mark S. Peercy",Mark,S.,male,100,48064
38241005600,"Alevoor Ravishankar Rao",Ravishankar,Rao,male,100,405
38152190200,"Gerald L.Lohse",Gerald,L.Lohse,male,99,11899
37332114400,"Bernice Rogowitz",Bernice,Rogowitz,female,96,1782
37267462200,"Brian Corrie",Brian,Corrie,male,99,69588
37354987500,"Paul Mackerras",Paul,Mackerras,male,99,140849
37267352000,"Alex Pang",Alex,Pang,male,92,247706
38237967800,"Kyle Smith",Kyle,Smith,male,98,25335
37282560200,"Amitabh Varshney",Amitabh,Varshney,male,100,528
37295063200,"Frederick P Brooks",Frederick,Brooks,male,99,4891
38237285500,"Peter A. Fletcher","Peter A.",Fletcher,male,100,35
38230275800,"Anthony J. Bladek","Anthony J.",Bladek,male,100,39
37281713600,"Doug Ranken",Doug,Ranken,male,100,11166
37268533900,"John George",John,George,male,99,219085
38238355700,"Dachywan Wu",Wu,Dachywan,male,69,1165
37355168100,"James Robergé",James,Robergé,male,99,131879
38230275300,"Douglas J. Cork","Douglas J.",Cork,male,100,14
38231180100,"Bao Gia Nguyen","Bao Gia",Nguyen,unknown,50,2
38073947900,"Thom Grace",Grace,Thom,female,100,25751
38230296700,"George Celniker",George,Celniker,male,99,63411
37831251800,"Indranil Chakravarty",Indranil,Chakravarty,male,100,589
38138503900,"Jan Moorman",Jan,Moorman,male,92,104026
38231210700,"Stephen Tyson",Stephen,Tyson,male,99,46085
38237385000,"Brennan Williams",Brennan,Williams,male,99,7609
37372011800,"Hans Georg Pagendarm","Hans Georg",Pagendarm,male,97,36
38237924800,"Harald F. Mayer",Harald,Mayer,male,99,4998
38229696200,"Behnam Tabatabai",Behnam,Tabatabai,male,99,2013
38227818100,"Elizabeth Kirby",Elizabeth,Kirby,female,99,44677
38227775600,"Henri Videau",Henri,Videau,male,98,10374
38231095800,"Paulo Mora De Freitas","Paulo Mora","de Freitas",male,98,58082
38240697100,"P.C. Chen",P.C.,Chen,male,94,35
37424455800,"Hans Drevermann",Hans,Drevermann,male,97,28935
37386293700,"D. Kuhn",D.,Kuhn,male,73,1059
38242073300,"B. S. Nilsson","B. S.",Nilsson,male,100,14
37086980016,"Robert J. Moorehead II","Robert J.",Ii,male,100,93
37616769800,"Z. Zhu",Z.,Zhu,male,57,120
38162573200,"J.-D. Boissonnat",J.-D.,Boissonnat,male,75,4
38230940600,"Benjamin Geiger",Benjamin,Geiger,male,99,50718
38230282100,"Patrizia Palamidese",Patrizia,Palamidese,female,98,10629
38230281800,"Maria CARMELA Betro","Maria Carmela",Betro,female,98,140
38230282600,"G. Muccioli",G.,Muccioli,male,76,810
37424767600,"Harvey Cline",Harvey,Cline,male,99,4450
38227741600,"Christopher Nafis",Christopher,Nafis,male,99,55041
37294705600,"Ron Kikinis",Ron,Kikinis,male,99,19779
38075861700,"David Altobelli",David,Altobelli,male,99,381770
38227801800,"Langham Gleason Md","Langham Md",Gleason,male,97,11105
38242170000,"D.I. Abramov ",D.I.,Abramov,male,100,3
38229763600,"V.V. Gusev ",V.V.,Gusev,male,94,18
37388732400,"Stanislav Klimenko",Stanislav,Klimenko,male,99,8550
38241856300,"L.I. Ponomarev ",L.I.,Ponomarev,male,60,5
38229016300,"W. Renz",W.,Renz,male,80,260
37282569700,"T.M. Rhyne",T.M.,Rhyne,male,76,49
37659205100,"William Ivey",William,Ivey,male,99,67797
37659204100,"Loey Knapp",Loey,Knapp,male,75,24
37661428600,"Tom Mace",Tom,Mace,male,99,87429
37372247300,Uselton,,,,,
37659266300,"Geoff Dorn",Geoff,Dorn,male,99,5229
37663885300,"Charbel Farhat",Charbel,Farhat,male,98,1967
37284186700,"Michael Vannier",Michael,Vannier,male,99,211741
37659267100,"Kim Esbensen",Kim,Esbensen,female,68,48002
37659441100,"L. M. Stone","L. M.",Stone,male,62,13
37608641000,"Thomas Erickson",Thomas,Erickson,male,99,129177
37279760100,"Benjamin B. Bederson",Benjamin,B.,male,99,50718
37659316200,"P. Rothman",P.,Rothman,male,71,747
