Author_ID,Name,GenderizeIO
37301963100,Justin Pearlman,male
37372175500,Lloyd Treinish,male
37385834300,David M. Butler,male
37376377400,Hikmet Senay,male
37389058300,Stephen M. Ervin,male
37380238200,John R. Wright,male
37379008700,Julia C. L. Hsieh,female
37378567900,Mark A. Christon,male
37378568500,Thomas Spelce,male
37378508100,Jim Kaba,male
37321191300,Jim Matey,male
37356651400,Gordon Stoll,male
37389384300,Herb Taylor,male
37349803800,Pat Hanrahan,male
37062829700,Thierry Delmarcelle,male
37378567600,Thomas J. True,male
38181916800,John F. Hughes,male
37378253300,Clifford Beshers,male
37266699900,Steven Feiner,male
37381894400,Xia Lin,female
37282292000,Penny Rheingans,female
37378418400,Lee R. Seidenberg,male
37378418300,Robert B. Jerard,male
37378555400,John Magewick,male
37378417700,Jeff P. Hultquist,male
37378640100,E. L. Raible,
37378533700,Rebecca R. Springmeyer,female
37353304700,Meera M. Blattner,female
37387351200,Joseph L. Steffen,male
37378426900,G.D. Montanaro,
37283138700,Daniel A. Keim,male
37370014200,Vincent Lum,male
37272510200,Janice E. Cuny,female
37377783300,Alfred A. Hough,male
37378562400,Joydip Kundu,male
37383888400,Clifton Williams,male
37378437300,J. Rasure,
37266777200,Charles Hansen,male
37284304900,Koji Koyamada,male
37383141300,Dean Williams,male
37378425900,Fernando F Grinstein,male
37378425700,Upul R Obeysekare,male
37378426400,Gopal Patnaik,male
37383881600,Bruce F. Naylor,male
37281235500,Xiaolin Wu,female
37351642300,Yonggang Fang,male
37378529000,David Turo,male
37352189500,William Hibbard,male
37343183500,Charles R. Dyer,male
37351406900,Brian Paul,male
38258875500,R. Don Williams,
37378369700,Fred L. Wefer,male
37376660700,T. E. Clifton,
37378534500,Gregory D. Abram,male
38183190700,David A. Epstein,male
37378534100,Donna L. Gresh,female
37378530900,Kevin P. McAuliffe,male
37378529100,K.H. Hohne,
37378525800,A. Pommert,
37378525600,M. Riemer,
37372275700,T. SchiemannT. Schiemann,
37385792400,R. Schubert,
37372275900,Ulf Tiede,male
37378525500,W. Lierse,
37378526500,Paul Hinker,male
37378532500,Stefanie Hahmann,female
37355295400,David N. Kenwright,male
37353663700,Gordon D. Mallinson,male
37278018900,Peter L. Williams,male
37267249200,Jarke J. van Wijk,male
37275869400,Kwan-Liu Ma,
37382292100,Philip J. Smith,male
37378239800,Shigeru Muraki,male
37323905300,Ricardo S. Avila,male
37378488600,Lisa Sobierajski,female
37283227500,Georgios Sakas,male
37378528000,Jochen Hartig,male
37068557400,Paul Ning,male
37363099200,Barry Becker,male
38230307900,Hans-Heino Ehricke,
38230308200,Gerhard Daiber,male
37356207300,Wolfgang Straßer,male
37327212900,Wim C. de Leeuw,male
37658393200,A. J. S. Hin,
37295045800,Frits H Post,male
37270560600,Ingrid Carlbom,female
38238958900,Zhouhong Shi,female
37352962400,Allen Van Gelder,male
37828154400,Jane Wilhelms,female
37351033000,Sidney Wang,male
37659207200,Peter Kochevar,male
38242870000,Zahid Ahmed,male
38162003500,Jonathan Shade,male
38227878900,Colin Sharp,male
37300177400,Gudrun J. Klinker,female
38315553400,Michael Stonebraker,male
37656875900,Jolly Chen,male
38230295900,Nobuko Nathan,female
37659882800,Caroline Paxson,female
37417278100,Alan Su,male
38239586700,Jiang Wu,male
37271754900,Ken Brodlie,male
38231402100,Andrew Poon,male
37609618400,Helen Wright,female
38230313500,Lesley Brankin,female
38230313900,Greg Banecki,male
38238469100,Alan Gay,male
37653040000,Deyang Song,male
37389878300,Eric Golin,male
37282925600,Robert van Liere,male
37662471200,Chris Thornborrow,male
38237258900,Andre J. S. Wilson,male
37378053800,Chris Faigle,male
37350343500,Taosong He,
37283017700,Anselm Spoerri,male
38229760200,Tom M. Morrow,male
37288557900,Sumit Ghosh,male
37356141500,Abdul Waheed,male
37265498100,Diane T. Rover,female
37276747000,Hans-Peter Kriegel,male
37283129200,Thomas Seidl,male
38230911700,Matt Grayson,male
38230273400,Chris Pelkie,male
37844196100,Graham J. Wills,male
37664370800,Robert A. Cross,male
38241485100,Mark S. Peercy,male
38241005600,Alevoor Ravishankar Rao,
38152190200,Gerald L.Lohse,male
37332114400,Bernice Rogowitz,female
37267462200,Brian Corrie,male
37354987500,Paul Mackerras,male
37267352000,Alex Pang,male
38237967800,Kyle Smith,male
37282560200,Amitabh Varshney,male
37295063200,Frederick P Brooks,male
38237285500,Peter A. Fletcher,male
38230275800,Anthony J. Bladek,male
37281713600,Doug Ranken,male
37268533900,John George,male
38238355700,Dachywan Wu,
37355168100,James Robergé,male
38230275300,Douglas J. Cork,male
38231180100,Bao Gia Nguyen,male
38073947900,Thom Grace,male
38230296700,George Celniker,male
37831251800,Indranil Chakravarty,male
38138503900,Jan Moorman,male
38231210700,Stephen Tyson,male
38237385000,Brennan Williams,male
37372011800,Hans Georg Pagendarm,male
38237924800,Harald F. Mayer,male
38229696200,Behnam Tabatabai,male
38227818100,Elizabeth Kirby,female
38227775600,Henri Videau,male
38231095800,Paulo Mora De Freitas,male
38240697100,P.C. Chen,
37424455800,Hans Drevermann,male
37386293700,D. Kuhn,
38242073300,B. S. Nilsson,
37086980016,Robert J. Moorehead II,male
37616769800,Z. Zhu,
38162573200,J.-D. Boissonnat,
38230940600,Benjamin Geiger,male
38230282100,Patrizia Palamidese,female
38230281800,Maria CARMELA Betro,female
38230282600,G. Muccioli,
37424767600,Harvey Cline,male
38227741600,Christopher Nafis,male
37294705600,Ron Kikinis,male
38075861700,David Altobelli,male
38227801800,Langham Gleason Md,male
38242170000,D.I. Abramov ,
38229763600,V.V. Gusev ,
37388732400,Stanislav Klimenko,male
38241856300,L.I. Ponomarev ,
38229016300,W. Renz,
37282569700,T.M. Rhyne,
37659205100,William Ivey,male
37659204100,Loey Knapp,male
37661428600,Tom Mace,male
37372247300,Uselton,
37659266300,Geoff Dorn,male
37663885300,Charbel Farhat,male
37284186700,Michael Vannier,male
37659267100,Kim Esbensen,female
37659441100,L. M. Stone,
37608641000,Thomas Erickson,male
37279760100,Benjamin B. Bederson,male
37659316200,P. Rothman,
37659318600,R. Muzzy,
37664331500,Hans Hinterberger,male
37439279300,Mitchell Roth,male
37331284900,Richard M. Guritz,male
37399659100,Mike Botts,male
37659722200,Jon D. Dykstra,male
37658792900,Lee S. Elson,male
38180426300,Steven J. Goodman,male
37067501400,Meemong Lee,
37298450200,Holly Rushmeier,female
37658795400,Anthony Hamins,male
37653029600,M.-Y. Choi,
37346827500,Pramod M. Mahadev,male
37275883700,Richard D. Christie,male
37294194900,Christian Roux,male
37298707200,Jean Louis Coatrieux,male
37377461900,Jean-Louis Dillenseger,male
37267911400,Elliot K. Fishman,male
37301688700,Murray Loew,male
37429534100,H.-P. Meinzer,
37376744200,Tarek K. Alameldin,male
37659208100,Mardelle M Shepley,female
37658782100,Lars-Arne Schreyer,male
37649338300,Marcus Grimm,male
37444949500,Andreas Johannsen,male
37282559500,Robert J. Moorhead,male
37649097800,P. Peterson,
37659689000,B. Hayden,
37611726800,Frank David Fracchia,male
37565489200,Andrei State,male
37652072800,David T. Chen,male
37659378600,Chris Tector,male
37663829500,Andrew Brandt,male
37657346300,Hong Chen,male
37282411600,Ryutarou Ohbuchi,male
38180023500,Michael Bajura,male
37659239700,GÃ¡bor Domokos,
37659240600,Randy Clinton Paffenroth,male
37269835500,S.E. Parker,
37378609800,R. Samtaney,
37284061600,J.M. Favre,
37345867700,J. Hahn,
37355831300,A. Mankofsky,
37647622000,E. P. Szuszczewicz,
37661825700,P. Blanchard,
37662543900,C. Goodrich,
37659038800,D. McNabb,
37063581200,Ravi Kulkarni,male
37062832500,D. Kamins,
37349545700,Naim Alper,male
37646740200,S.V. Matveyev,
38181039700,James W. Durkin,male
38181916900,John F. Hughes,male
37265786500,Claudio Montani,male
37659209500,Riccardo Scateni,male
37270887900,Roberto Scopigno,male
37607264700,Maria M. Loughlin,female
37286405800,John F. Hughes,male
37653860300,Deb Banerjee,female
37656395900,Chris Morley,male
37574116600,Wayne Smith,male
37658772900,L.K. Forssell,
37266622300,Charles W Grant,male
37353973100,G.O. Domik,
37659327200,Bernd Gutkauf,male
37282598900,David S. Ebert,male
37653125700,Jim Scott,male
37372244200,Yair Kurzion,male
37659258900,Ray Twiddy,male
37659261200,John Cavallo,male
37659260900,Shahram M. Shiri,male
37391683900,Manfred Brill,male
37427262100,H.-C. Rodrian,
37659291300,Wladimir Djatschin,male
37659203900,M. Sramek,
37663438100,K. L. Duffin,
37339053800,William A. Barrett,male
37275249200,Claudio T. Silva,male
37279493500,Han-Wei Shen,
37354028200,Marc A. Najork,male
37349226400,Marc H. Brown,male
37390629800,Doug Kimelman,male
37398650700,Bryan S. Rosenburg,male
38321886000,Tova Roth,female
37378372200,Thierry Delmarcelle,male
37337567000,A. Tal,
37356983700,David C. Banks,male
37651784800,Bart A. Singer,male
37656565200,Z.C. Zheng,
37413765900,Birgit Walter,female
37333371500,Stephen R. Marschner,male
37659292200,R.J. Lobb,
37652845200,Hai Tao,male
37654495700,Hui Ma,female
37298457400,Michael Margaliot,male
37281769000,Craig Gotsman,male
37282899200,Chandrajit L. Bajaj,male
37659236200,A. Royappa,
38200470300,Takayuki Itoh,male
37323013800,Patrick J. Moran,male
37650681200,Marcus Wagner,male
37659236800,Steve Linthicum,male
37659553000,Boris Yamrom,male
37378333000,John A Sutliff,male
37659260100,Andrew P Woodfield,male
37652705000,Cheong S. Ang,male
37664577600,David C. Martin,male
37648518000,Michael D. Doyle,male
37390206400,John S. Rowlan,male
37660965300,G.E. Lent,
37659324500,Nihar Gokhale,male
37664961300,Shannon Bradshaw,female
37652123600,Lichan Hong,female
37275698100,Hanspeter Pfister,male
37342517100,Bob Spence,male
37344652100,Lisa Tweedie,female
37344652800,Huw Dawkes,male
37351289200,Hua Su,male
37349630500,W. Wright,
37352314100,Klaus Reichenberger,male
37357591400,Thomas Kamps,male
37352316100,Gene Golovchinsky,male
37352125700,P. Luders,
37297213900,R. Ernst,
37352201100,Dean F. Jerding,male
37267736900,John Stasko,male
37343565300,Mei C. Chuah,female
37357418100,S.F. Roth,
37352246000,Joe Mattis,male
37352245400,John Kolojejchick,male
37352263600,I.G. Angus,
37352265700,H.A. Sowizral,
37352198300,Christopher Ahlberg,male
37352198200,Erik Wistrand,male
38558074600,Jeromy Carriere,male
37267671500,Rick Kazman,male
37358036500,J.A. Wise,
37273308900,Jim Thomas,male
37352135600,Kelly Pennock,female
37352136200,David Lantrip,male
37352134600,Marc Pottier,male
37352142300,Anne Schur,female
37352143800,Vernon  Crow,male
37352354300,Vinod Anupam,male
37352354000,S. Dar,
37355534700,Ted Leibfried,male
37329242700,Eric Petajan,male
37340122200,Keith Andrews,male
37352143000,R.J. Hendley,
37357792700,N.S. Drew,
37349028500,A.M. Wood,
37356853400,R. Beale,
37341386400,Richard Mitchell,male
37343297300,David S. Day,male
37352245200,Lynette Hirschman,female
37356957100,C.A. Burton,
37353729500,L.J. Johnston,
37442055100,E.A. Sonenberg,
37344059700,Kenneth C. Cox,male
38147359900,Baining Guo,
37269011000,Wolfgang Heidrich,male
37566635700,Michael McCool,male
38142306200,John Stevens,male
37354541000,Joshua LeVasseur,male
37352200800,Joel Winstead,male
37352200200,Jonathan Croall,male
37352199600,Ari Pernick,male
37346508500,W. Ruh,
37282637800,Victoria Interrante,female
38148010500,David C Richardson,male
37654961000,W.V. Wright,
37267825600,Dinesh Manocha,male
38147407800,Xiaoyang Mao,male
37347459100,Lichan Hong,female
37448030800,E.H.-H. Chi,
37610041700,Phillip Barry,male
37660278300,Elizabeth Shoop,female
37564789400,John V. Carlis,male
37660264900,Ernest Retzel,male
37282873000,John Riedl,male
37443031900,Insung Ihm,male
38147536800,Rae Kyoung Lee,female
37351416000,Craig Wittenbrink,male
38153178500,M. Suter,
37269586000,D. Nuesch,
38146973000,Ã¢â‚¬ÂªJohn P. Lee,
37271768100,Lawrence D. Bergman,male
37371567600,Rosane Minghim,female
37365542800,A.R. Forrest,
37855991000,David Koller,male
37269320000,Peter Lindstrom,male
37300425000,William Ribarsky,male
37282880200,Larry Franklin Hodges,male
37326280000,Nickolas Faust,male
37343938200,Gregory Turner,male
37275694700,Markus H. Gross,male
37355330500,Roger Gatti,male
37355334600,Oliver Staadt,male
37282596600,Issei Fujishiro,male
37348582700,Yuji Maeda,male
37349040300,Hiroshi Sato,male
38146488400,Byeong Seok Shin,male
37366743500,Yeong Gil Shin,male
37444424000,Rüdiger Westermann,male
37296980500,Gunter Knittel,male
38193849400,Pak Chung Wong,male
38149530100,Mohammad H. Ghavamnia,male
37087739694,X. D. Yang,
38141024500,Rob Ingram,male
37266159200,Steve Benford,male
37275032800,Joseph S. B. Mitchell,male
38144966300,T.A. Wagner,
38144223100,D. Dovey,
38184873500,John K. Johnstone,male
37611960100,Kenneth R. Sloan,male
38147407600,Xiaoyang Mao,male
38149689900,Allen R. Martin,male
37371609900,Mihael Ankerst,male
37275714300,Jurriaan D. Mulder,male
37353471800,Frank J. Post,male
37294099300,Theo van Walsum,male
37282332900,S.K. Ueng,
37379767900,K. Sikorski,
38146059900,A.A. Muller,
38149049900,Nathalie Prevost,female
37283081100,Ray Jennings,male
38149049500,Loki Jorgenson,male
37326146700,Hepting,
38152313200,Gianne Derks,female
37443457300,Kossi D. Edoh,male
38141764500,Robert D. Russell,male
38145346300,Monika Hannemann,female
38152302600,Helmut Sobieczky,male
38257512300,Neil W. Ashton,male
37858270000,S.C. Lu,
37851790300,A.B. Rebello,
37382715500,Richard A. Miller,male
38138560000,R.E. Gooch,
38152307900,Thomas Gerhold,male
38152247800,Arthur E. Mynett,male
37372009600,I. Ari Sadarjoen,
37658144000,Martin Marietta,male
38145001600,John Nicols,male
38053575400,G.W. Oliver,
38155998800,Y. Jean,
38139234800,T. Kindler,
37651400700,Weiming Gu,male
37267863000,G. Eisenhauer,
37268091800,K. Schwan,
38152282900,F. Alyea,
38139746200,Charles Falkenberg,male
37399569300,Michelle X. Zhou,female
37349418300,Alan Keahey,male
37340580700,Edward L. Robertson,male
37305539000,Peter Lucas,male
37349377800,J.A. Senn,
37349375500,C.C. Gomberg,
37345262200,M.B. Burks,
37349338400,P.J. Stroffolino,
37349336300,C. Dunmire,
37348963800,Dianne Hackborn,female
37348772800,Mike Pichler,male
37344785300,Peter Wolf,male
37349378000,Sougata Mukherjea,male
37292518200,Kyoji Hirata,male
37331949400,Yoshinori Hara,male
37358198200,Christopher D. Shaw,male
37349401300,A. Zwa,
37276377000,Ethan L. Miller,male
37342992000,D. Aaron Roberts,
37358059800,C.L. Bentley,
37063827600,Andrew H. Crabb,male
37357556500,C. Stein,
37354963000,Mark Gray,male
37348960700,Albert N. Badre,male
37352130100,Mark Guzdial,male
37349490300,Tamara Munzner,female
37345372400,Eric Hoffman,male
37284688500,K. Claffy,
37349494400,Bill Fenner,male
37345749400,Liqun Jin,female
37349445400,David Rushall,male
37349438900,Marc R. Ilgen,male
38558447400,B.C. Vemuri,
38562783600,C. Mandal,
37282573400,Erwin Keeve,male
37823485800,S. Girod,
37845919000,Paula Pfeifle,female
37283315200,Bernd Girod,male
38273141800,Daniel Cohen-Or,male
38270782200,Y. Levanoni,
37368609100,G.-P. Bonneau,
37845871800,Paul Tarantino,male
37845413900,Jonathan Gibbs,male
37273103500,Jason Wood,male
37289749900,Shiaofen Fang,
37856558400,Su Huang,female
37301843300,Rajagopalan Srinivasan,male
37325476100,Raghu Raghavan,male
37852878400,Luc Beaudoin,male
37864656600,M.-A. Parent,
38180174600,Louis C. Vroomen,male
37845978600,T. Fruhauf,
37283487400,Matthew Chalmers,male
37612321600,Kiu,male
37845978200,M. Zockler,
37845979400,Detlev Stalling,male
37282272000,H.-C. Hege ZIB,
37367862600,Xin Wang,female
37326555000,Gill Barequet,female
37864698600,Daniel Shapiro,male
38275357700,David Levin,male
38275743700,Amira Solomovici,female
37849388600,R.G. Hughes,
37282585600,Chris Weigle,male
37298532100,S.K. Lodha,
37852647700,C. M. Wilson,
38242145300,R. E. Sheehan,
37845670000,Cindy Starr,female
37860236300,Sandy Johan,female
37298406100,Christopher G. Healey,male
38179766700,Walker F. Garrett,male
37295176000,Mary C. Whitton,female
37271619700,Reinhard Klein,male
37860532300,Gunther Liebich,male
37086996853,Han-Wei Shen,
37282553200,Yarden Livnat,male
37850740800,Julie C. Xia,female
37861966100,Francine Evans,female
37390017300,Steven Skiena,male
37270717100,Raj Shekhar,male
37860553000,Elias Fayyad,male
37354614600,J.F. Cornhill,
37862094900,David Rossiter,male
37415393700,Waiyin Ng,male
37856921200,Chas Williams,male
37371968700,Jim Durbin,male
37285510700,Robert Rosenberg,male
37702966100,Ravi Ramamurti,male
37860557600,A. Landsberg,
37698913400,Alexandra Landsberg,female
37860460000,Alfredo Remy,male
37860458900,Orlando Ardito,male
37860459600,Kim Morla,female
37860458300,Eduardo Nolasco,male
37851684300,Jorge Prado,male
37842810000,Regulo Franco,male
37861539500,Antonio Murga,male
37845668700,Guillermo Wiese,male
37370740500,Karel Zuiderveld,male
37399434900,P.M.A. van Ooijen,
38270067800,John W. C. Chin-A-Woeng,male
38275060600,Pieter C. Buijs,male
38273993000,M. Olree,
37847101500,Vishram Pandit,male
38185363300,Robert McDermott,male
37284107000,Gianluca Lazzi,male
37266169000,Cynthia Furse,female
37265915300,Om Gandhi,male
37372278100,Ed Boring,male
37365755100,Martin Roth,male
37282541100,Ronald Peikert,male
37860424200,M.G. Vicker,
37860424800,Peter J. Plath,male
37851592800,Aaron Trott,male
37286501600,John Mcginley,male
37413486600,Jens Trapp,male
37392147700,John G. Hagedorn,male
37397136700,John Blendell,male
37320305100,Mark Vaudin,male
37385363700,J.S. Painter,
37860427300,H.-P. Bunge,
37864867900,D H Cui,
37860557400,Gary L Kinzel,male
37855601300,Yingcai Xiao,male
37619701300,John P. Ziebarth,male
37860533600,Chuck Woodbury,male
37853024300,Eric Bayer,male
37860534800,Bruce Rundell,male
37355070000,Jeroen van der Zijp,male
37860455000,Adam B Forgang,male
37860461300,C.F. Cerco,
37849431900,Po-Yu Tsai,male
37861977200,J. Barlow,
37418709500,JÃ¼rgen Hesser,
37370924200,J.C. Goble,
37444948400,Scott Nations,male
37282571800,Kelly Gaither,female
37860427600,Steve Aukstakalnis,male
37299351600,Rhonda Vickery,female
37860428500,Warren Carl Couvillion Jr.,male
37741252400,Daniel N. Fox,male
37850464800,Peter Flynn,male
37299279700,Alan J. Wallcraft,male
38226861400,Patrick Hogan,male
37299280100,O.M. Smedstad,
38270960300,Nahum D. Gershon,male
37357593500,R. Braham,
38278125100,D. Fracchia,
37271142500,A. Glassner,
38277819700,B. Mones-Hattal,
38270369600,R. Rose,
37374656700,Thomas C Sprenger,male
37611719000,JÃƒÂ¶rg Finger,
37361571100,Teruhiko Teraoka,male
37274551000,Minoru Maruyama,male
37282872500,Joseph Konstan,male
37269712400,S.P. Reiss,
37621651000,Tichomir Tenev,male
37616700600,R. Rao,
37268043300,Margaret-Anne D. Storey,female
37278683200,Kenny Wong,male
37271730100,Hausi A. Müller,male
37444609500,Mark Derthick,male
37611663700,Dominique Brodbeck,male
37546729500,Aran Lunzer,female
37611663200,Pamela Cotture,female
37424458700,Egemen Tanin,male
37354669000,Richard Beigel,male
37444594200,Stuart K. Card,male
37372036700,Jock Mackinlay,male
37275858700,Torsten Moller,male
37273119700,Klaus Mueller,male
37085368197,Thomas Ertl,male
37267823200,R.C. Tam,
37612079700,Borys Flak,male
37612081300,Peter Cahoon,male
37372012600,Yingmei Lavin,female
37610569700,Yuval Levy,male
37347783300,Ephraim P. Glinert,male
37613897400,Wenli Cai,female
37364046500,Dru Clark,male
37282574800,Gerik Scheuermann,male
37420744100,Heinz Kruger,male
38512568600,Martin Menzel,male
